Date,Symbol,Adj Close,Volume,GDP,CPI,Unemployment_Rate,Return,MA_10,MA_50,RSI,MACD,Realized_Volatility,Regime
2012-03-14,AAPL,-0.7591155174731348,13.529466496972328,16068.805,228.807,8.2,1.1833352339229741,-0.7753294194439526,-0.8017502875269416,1.823008670203393,0.11145527487036934,-0.5067419810394748,Calm
2012-03-14,AMZN,-0.8723747450369522,0.06018125016547451,16068.805,228.807,8.2,-0.44977908071590506,-0.8723112759132369,-0.8721521013985364,0.09951469534222816,-0.10727291857953261,-0.4699397129113515,Calm
2012-03-14,ENPH,-0.8723747450369522,0.06018125016547451,16068.805,228.807,8.2,-0.44977908071590506,-0.8723112759132369,-0.8721521013985364,0.09951469534222816,-0.10727291857953261,-0.4699397129113515,Calm
2012-03-14,MSFT,-0.6502445161821813,-0.2603844336082338,16068.805,228.807,8.2,0.05809883322858281,-0.6565567720741285,-0.675575339286623,0.9399852770064469,0.05536276491335325,-0.6578826666690911,Calm
2012-03-14,PLTR,-0.6502445161821813,-0.2603844336082338,16068.805,228.807,8.2,0.05809883322858281,-0.6565567720741285,-0.675575339286623,0.9399852770064469,0.05536276491335325,-0.6578826666690911,Calm
2012-03-15,AAPL,-0.7607014316670109,10.93420159095004,16068.805,228.807,8.2,-0.26182721987822755,-0.773702215449969,-0.8003473002251674,1.572734177838417,0.12281270918688986,-0.4928554324286673,Calm
2012-03-15,AMZN,-0.8709539386574049,0.15240356384551132,16068.805,228.807,8.2,0.34451525799503435,-0.8720227456028848,-0.8720799749217755,0.26866187734775104,-0.10545931264840396,-0.4537559009627874,Calm
2012-03-15,ENPH,-0.8709539386574049,0.15240356384551132,16068.805,228.807,8.2,0.34451525799503435,-0.8720227456028848,-0.8720799749217755,0.26866187734775104,-0.10545931264840396,-0.4537559009627874,Calm
2012-03-15,MSFT,-0.6494109221570361,-0.18946098746424894,16068.805,228.807,8.2,0.03802069100649565,-0.655971021559257,-0.6742457181210989,0.9246503438795113,0.0591026990755104,-0.6649999304103454,Calm
2012-03-15,PLTR,-0.6494109221570361,-0.18946098746424894,16068.805,228.807,8.2,0.03802069100649565,-0.655971021559257,-0.6742457181210989,0.9246503438795113,0.0591026990755104,-0.6649999304103454,Calm
2012-03-16,AAPL,-0.7606974853642101,7.58673191347348,16068.805,228.807,8.2,-0.04047879081402778,-0.7721027333716848,-0.7989620194695239,1.5351323474980072,0.1291101572237506,-0.5736783468214925,Calm
2012-03-16,AMZN,-0.8705480064658342,0.3074227831265289,16068.805,228.807,8.2,0.0678249232120292,-0.8716448317331047,-0.8719792651988781,0.39011426816465544,-0.10330434997533662,-0.5619536629587644,Calm
2012-03-16,ENPH,-0.8705480064658342,0.3074227831265289,16068.805,228.807,8.2,0.0678249232120292,-0.8716448317331047,-0.8719792651988781,0.39011426816465544,-0.10330434997533662,-0.5619536629587644,Calm
2012-03-16,MSFT,-0.6520160065140896,-0.02362407476383436,16068.805,228.807,8.2,-0.28747970105720844,-0.6554271234400416,-0.6731022782195608,0.7838174244859417,0.05539749927472154,-0.6625260709274824,Calm
2012-03-16,PLTR,-0.6520160065140896,-0.02362407476383436,16068.805,228.807,8.2,-0.28747970105720844,-0.6554271234400416,-0.6731022782195608,0.7838174244859417,0.05539749927472154,-0.6625260709274824,Calm
2012-03-19,AAPL,-0.7545708252895436,8.34538663823031,16068.805,228.807,8.2,0.8177792737629022,-0.7694122408471441,-0.797488695376133,1.5997133972833393,0.14254325635042192,-0.5419393194724641,Calm
2012-03-19,AMZN,-0.8702402697771806,0.10098421562295387,16068.805,228.807,8.2,0.04121581742029324,-0.8712991213675482,-0.8718736133973887,-0.05561752664920741,-0.10108567270696905,-0.6270716942316391,Calm
2012-03-19,ENPH,-0.8702402697771806,0.10098421562295387,16068.805,228.807,8.2,0.04121581742029324,-0.8712991213675482,-0.8718736133973887,-0.05561752664920741,-0.10108567270696905,-0.6270716942316391,Calm
2012-03-19,MSFT,-0.6561839516632152,-0.23231812283221653,16068.805,228.807,8.2,-0.43835422857836265,-0.6550087323641468,-0.672102994972472,0.02467349228116231,0.04304977197110339,-0.82445469995813,Calm
2012-03-19,PLTR,-0.6561839516632152,-0.23231812283221653,16068.805,228.807,8.2,-0.43835422857836265,-0.6550087323641468,-0.672102994972472,0.02467349228116231,0.04304977197110339,-0.82445469995813,Calm
2012-03-20,AAPL,-0.7526534716136097,7.498339509953222,16068.805,228.807,8.2,0.22079133836219336,-0.7664144329481858,-0.7960114263326415,1.576751283767858,0.1537333816955558,-0.5496064944956872,Calm
2012-03-20,AMZN,-0.8657814471444044,1.1550107459973105,16068.805,228.807,8.2,1.1476440854960106,-0.8705603800759838,-0.8717437859430265,1.0983400570033572,-0.09126809260806734,-0.5241694871194956,Calm
2012-03-20,ENPH,-0.8657814471444044,1.1550107459973105,16068.805,228.807,8.2,1.1476440854960106,-0.8705603800759838,-0.8717437859430265,1.0983400570033572,-0.09126809260806734,-0.5241694871194956,Calm
2012-03-20,MSFT,-0.6583721016363961,-0.2645919264380539,16068.805,228.807,8.2,-0.25221530136373577,-0.6545589588862615,-0.6712391545875667,-0.049544453673956525,0.027683976567235365,-0.816371725841223,Calm
2012-03-20,PLTR,-0.6583721016363961,-0.2645919264380539,16068.805,228.807,8.2,-0.25221530136373577,-0.6545589588862615,-0.6712391545875667,-0.049544453673956525,0.027683976567235365,-0.816371725841223,Calm
2012-03-21,AAPL,-0.7540184428038474,5.7694715921156945,16068.805,228.807,8.2,-0.22592999409944292,-0.7635706776176628,-0.7945566097490955,1.3945799202360685,0.15704958316233847,-0.5583288940016623,Calm
2012-03-21,AMZN,-0.8661742915975728,0.163280348451997,16068.805,228.807,8.2,-0.14205204527276113,-0.8700372151015523,-0.8715678778539068,0.9847677444799573,-0.08446141901404303,-0.522596682634969,Calm
2012-03-21,ENPH,-0.8661742915975728,0.163280348451997,16068.805,228.807,8.2,-0.14205204527276113,-0.8700372151015523,-0.8715678778539068,0.9847677444799573,-0.08446141901404303,-0.522596682634969,Calm
2012-03-21,MSFT,-0.6592057206381413,-0.30103015641532477,16068.805,228.807,8.2,-0.12201457467046749,-0.6544857341173443,-0.670314185691405,-0.6324724749861548,0.012600248050992288,-0.8185061009035633,Calm
2012-03-21,PLTR,-0.6592057206381413,-0.30103015641532477,16068.805,228.807,8.2,-0.12201457467046749,-0.6544857341173443,-0.670314185691405,-0.6324724749861548,0.012600248050992288,-0.8185061009035633,Calm
2012-03-22,AAPL,-0.7552649999334644,5.567447837369522,16068.805,228.807,8.2,-0.21085940022140853,-0.7612995389270553,-0.7931393760440557,1.2482298061320587,0.15437502838433143,-0.5543907771051411,Calm
2012-03-22,AMZN,-0.8657356150833965,0.06817358360559933,16068.805,228.807,8.2,0.07212682963489632,-0.8697243676291881,-0.8713934389625416,1.1385715282518887,-0.07857405413479526,-0.5358749613188838,Calm
2012-03-22,ENPH,-0.8657356150833965,0.06817358360559933,16068.805,228.807,8.2,0.07212682963489632,-0.8697243676291881,-0.8713934389625416,1.1385715282518887,-0.07857405413479526,-0.5358749613188838,Calm
2012-03-22,MSFT,-0.658267949214378,-0.3629166571169229,16068.805,228.807,8.2,0.05029698979112978,-0.6544961890679156,-0.6693912018808864,-0.34238412843910127,0.0011415693375380516,-0.8239882192504997,Calm
2012-03-22,PLTR,-0.658267949214378,-0.3629166571169229,16068.805,228.807,8.2,0.05029698979112978,-0.6544961890679156,-0.6693912018808864,-0.34238412843910127,0.0011415693375380516,-0.8239882192504997,Calm
2012-03-23,AAPL,-0.7565630338356903,3.6306390337126064,16068.805,228.807,8.2,-0.2188047720945279,-0.7592846392911923,-0.7917430677708115,1.6499233310589525,0.14694341346268575,-0.5391917538501599,Calm
2012-03-23,AMZN,-0.8640070845034955,0.51774734734034,16068.805,228.807,8.2,0.40329845721114194,-0.8690198029943894,-0.8711778612602513,1.227015446073656,-0.07112050901689373,-0.5422750154499987,Calm
2012-03-23,ENPH,-0.8640070845034955,0.51774734734034,16068.805,228.807,8.2,0.40329845721114194,-0.8690198029943894,-0.8711778612602513,1.227015446073656,-0.07112050901689373,-0.5422750154499987,Calm
2012-03-23,MSFT,-0.6581637967923599,-0.32122532076202615,16068.805,228.807,8.2,-0.030917166078035872,-0.6544752791667731,-0.6684407519444244,-0.02486367089679704,-0.00886744812924129,-0.8245837137477946,Calm
2012-03-23,PLTR,-0.6581637967923599,-0.32122532076202615,16068.805,228.807,8.2,-0.030917166078035872,-0.6544752791667731,-0.6684407519444244,-0.02486367089679704,-0.00886744812924129,-0.8245837137477946,Calm
2012-03-26,AAPL,-0.7522510236577397,5.285725094423929,16068.805,228.807,8.2,0.5527811680028064,-0.7571073745236756,-0.7902494599846823,1.8911521382146705,0.1461058000748196,-0.5294350434554286,Calm
2012-03-26,AMZN,-0.858880412563203,0.8441911019110525,16068.805,228.807,8.2,1.258975656553444,-0.867739494009642,-0.8708180308591986,1.5070207027539726,-0.056324430591132936,-0.4364600635267521,Calm
